img_path,person_id,bmi
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2jovye/2jovye_cC5xJL7_220_67_false_171_1.0.jpg,2jovye,34.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ftd9e/1ftd9e_g8oZiiY_275_63_true_17_0.75.jpg,1ftd9e,48.71
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ftd9e/1ftd9e_objL5vO_275_63_true_17_0.75.jpg,1ftd9e,48.71
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/37wjep/37wjep_vhfaXFy_280_72_false_2127_0.74.jpg,37wjep,37.97
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/37wjep/37wjep_06hs5gE_440_72_false_2127_0.74.jpg,37wjep,59.67
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4dcho4/4dcho4_0jE40Wi_168_63_true_494_0.78.jpg,4dcho4,29.76
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4dcho4/4dcho4_0jE40Wi_143_63_true_494_0.78.jpg,4dcho4,25.33
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1eemd8/1eemd8_UOKUI71_212_68_false_8_0.71.jpg,1eemd8,32.23
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1eemd8/1eemd8_VLCvVWz_212_68_false_8_0.71.jpg,1eemd8,32.23
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eag8l/4eag8l_2TCLtCn_165_67_false_288_0.65.jpg,4eag8l,25.84
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eag8l/4eag8l_2TCLtCn_215_67_false_288_0.65.jpg,4eag8l,33.67
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j9xwt/1j9xwt_wMo339H_233_71_false_85_1.0.jpg,1j9xwt,32.49
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j9xwt/1j9xwt_wMo339H_154_71_false_85_1.0.jpg,1j9xwt,21.48
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4c0s6p/4c0s6p_pgTnEaY_190_71_false_659_0.99.jpg,4c0s6p,26.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4c0s6p/4c0s6p_pgTnEaY_260_71_false_659_0.99.jpg,4c0s6p,36.26
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3s3ay4/3s3ay4_NwhVb5l_352_70_false_527_1.0.jpg,3s3ay4,50.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3s3ay4/3s3ay4_NwhVb5l_270_70_false_527_1.0.jpg,3s3ay4,38.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ywubp/2ywubp_DXBqWh4_178_66_true_2_0.33.jpg,2ywubp,28.73
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ywubp/2ywubp_zXBqWh4_178_66_true_2_0.33.jpg,2ywubp,28.73
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2zmyia/2zmyia_uKZEtlV_154_67_true_184_1.0.jpg,2zmyia,24.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2zmyia/2zmyia_uKZEtlV_208_67_true_184_1.0.jpg,2zmyia,32.57
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1jn2wo/1jn2wo_D9BImFd_172_75_false_130_0.8.jpg,1jn2wo,21.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1jn2wo/1jn2wo_CVqLxKC_257_75_false_130_0.8.jpg,1jn2wo,32.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ecomw/2ecomw_i77MQm3_147_69_true_770_1.0.jpg,2ecomw,21.71
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ecomw/2ecomw_i77MQm3_222_69_true_770_1.0.jpg,2ecomw,32.78
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/30glhm/30glhm_akvHLbL_132_64_false_39_0.71.jpg,30glhm,22.66
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/30glhm/30glhm_6UmUQWe_150_64_false_39_0.71.jpg,30glhm,25.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/s5o54/s5o54_HjBGi_180_71_false_2_0.53.jpg,s5o54,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/s5o54/s5o54_WpDul_182_71_false_2_0.53.jpg,s5o54,25.38
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1k5ujl/1k5ujl_ZP3ddWc_102_64_true_1112_1.33.jpg,1k5ujl,17.51
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1k5ujl/1k5ujl_lNwtLuW_115_64_true_1112_1.33.jpg,1k5ujl,19.74
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2e2jta/2e2jta_LmGbSah_187_71_false_187_1.76.jpg,2e2jta,26.08
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2e2jta/2e2jta_LmGbSah_163_71_false_187_1.76.jpg,2e2jta,22.73
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j0g43/1j0g43_bKJ07Bx_155_68_false_117_2.25.jpg,1j0g43,23.57
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1j0g43/1j0g43_zKJ07Bx_135_68_false_117_2.25.jpg,1j0g43,20.52
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/281cke/281cke_CyUFe9E_188_65_true_197_0.59.jpg,281cke,31.28
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/281cke/281cke_CyUFe9E_220_65_true_197_0.59.jpg,281cke,36.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/16ugb5/16ugb5_zUQ4vcW_190_72_false_39_1.28.jpg,16ugb5,25.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/16ugb5/16ugb5_zUQ4vcW_270_72_false_39_1.28.jpg,16ugb5,36.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/rbjd9/rbjd9_9cxfZ_169_73_false_2_0.83.jpg,rbjd9,22.29
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/rbjd9/rbjd9_9cxfZ_180_73_false_2_0.83.jpg,rbjd9,23.75
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2d1p0q/2d1p0q_ry8m9Ey_155_73_true_358_0.68.jpg,2d1p0q,20.45
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2d1p0q/2d1p0q_ry8m9Ey_195_73_true_358_0.68.jpg,2d1p0q,25.72
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2dxg1k/2dxg1k_qIqVkDA_238_64_true_287_1.0.jpg,2dxg1k,40.85
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2dxg1k/2dxg1k_qIqVkDA_188_64_true_287_1.0.jpg,2dxg1k,32.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2gj0e0/2gj0e0_KvChdkj_165_66_false_126_1.64.jpg,2gj0e0,26.63
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2gj0e0/2gj0e0_KvChdkj_200_66_false_126_1.64.jpg,2gj0e0,32.28
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3vlcd8/3vlcd8_w0IgBSX_189_70_false_87_1.23.jpg,3vlcd8,27.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3vlcd8/3vlcd8_w0IgBSX_169_70_false_87_1.23.jpg,3vlcd8,24.25
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4orbef/4orbef_9FdqzNw_172_69_false_107_1.0.jpg,4orbef,25.4
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4orbef/4orbef_iAHSJov_230_69_false_107_1.0.jpg,4orbef,33.96
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2qlqkt/2qlqkt_x0DKKc3_220_66_true_73_1.0.jpg,2qlqkt,35.51
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2qlqkt/2qlqkt_u2zcwi5_250_66_true_73_1.0.jpg,2qlqkt,40.35
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2dc76r/2dc76r_j18F6Dp_265_68_true_847_0.97.jpg,2dc76r,40.29
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2dc76r/2dc76r_VSFBAcE_225_68_true_847_0.97.jpg,2dc76r,34.21
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/463euv/463euv_g0W8nTO_280_71_false_396_1.0.jpg,463euv,39.05
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/463euv/463euv_g0W8nTO_350_71_false_396_1.0.jpg,463euv,48.81
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2e5cli/2e5cli_TiGHiYj_174_66_false_41_1.0.jpg,2e5cli,28.08
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2e5cli/2e5cli_TiGHiYj_259_66_false_41_1.0.jpg,2e5cli,41.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1nba6k/1nba6k_zoQsqrM_170_70_false_1_0.75.jpg,1nba6k,24.39
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1nba6k/1nba6k_zoQsqrM_180_70_false_1_0.75.jpg,1nba6k,25.82
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1gr0tv/1gr0tv_RJINwEp_145_74_false_103_0.75.jpg,1gr0tv,18.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1gr0tv/1gr0tv_6qGdhT4_195_74_false_103_0.75.jpg,1gr0tv,25.03
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1mi80i/1mi80i_Zix2NPR_210_70_true_427_2.8.jpg,1mi80i,30.13
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1mi80i/1mi80i_hix2NPR_250_70_true_427_2.8.jpg,1mi80i,35.87
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1epket/1epket_jqfVLx5_287_70_false_52_0.99.jpg,1epket,41.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1epket/1epket_zqfVLx5_265_70_false_52_0.99.jpg,1epket,38.02
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3wai4t/3wai4t_jCHz3Wt_164_67_true_125_1.0.jpg,3wai4t,25.68
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3wai4t/3wai4t_jCHz3Wt_129_67_true_125_1.0.jpg,3wai4t,20.2
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1m6t4y/1m6t4y_0S0cCxV_230_73_false_16_1.51.jpg,1m6t4y,30.34
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1m6t4y/1m6t4y_ArwT8fQ_264_73_false_16_1.51.jpg,1m6t4y,34.83
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/378rne/378rne_5D1JvzQ_187_72_false_66_0.56.jpg,378rne,25.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/378rne/378rne_5D1JvzQ_180_72_false_66_0.56.jpg,378rne,24.41
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2df20r/2df20r_aqZpZsQ_245_68_false_65_1.35.jpg,2df20r,37.25
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2df20r/2df20r_zqZpZsQ_195_68_false_65_1.35.jpg,2df20r,29.65
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3dqet1/3dqet1_R3QF0y1_127_64_true_392_1.0.jpg,3dqet1,21.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3dqet1/3dqet1_R3QF0y1_142_64_true_392_1.0.jpg,3dqet1,24.37
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4bhl53/4bhl53_svS9eK4_165_69_false_108_0.75.jpg,4bhl53,24.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4bhl53/4bhl53_Nf51EZa_210_69_false_108_0.75.jpg,4bhl53,31.01
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/34zk2h/34zk2h_6XbAkIb_261_75_true_442_1.0.jpg,34zk2h,32.62
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/34zk2h/34zk2h_6XbAkIb_330_75_true_442_1.0.jpg,34zk2h,41.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3qdyjj/3qdyjj_QLhLczv_178_67_false_116_1.0.jpg,3qdyjj,27.88
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3qdyjj/3qdyjj_QLhLczv_310_67_false_116_1.0.jpg,3qdyjj,48.55
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2n198f/2n198f_IzWUWKz_268_78_false_65_0.56.jpg,2n198f,30.97
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2n198f/2n198f_GYBWUZi_238_78_false_65_0.56.jpg,2n198f,27.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2t55ki/2t55ki_uRTvR90_250_69_false_123_4.11.jpg,2t55ki,36.91
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2t55ki/2t55ki_uRTvR90_310_69_false_123_4.11.jpg,2t55ki,45.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1thmkm/1thmkm_98iWRpT_127_62_true_2851_1.59.jpg,1thmkm,23.23
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1thmkm/1thmkm_98iWRpT_198_62_true_2851_1.59.jpg,1thmkm,36.21
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ud4y5/2ud4y5_VCGStnp_200_62_false_70_1.28.jpg,2ud4y5,36.58
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ud4y5/2ud4y5_VCGStnp_130_62_false_70_1.28.jpg,2ud4y5,23.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/27dio3/27dio3_jLJLLZ6_256_73_false_1_0.75.jpg,27dio3,33.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/27dio3/27dio3_hLJLLZ6_256_73_false_1_0.75.jpg,27dio3,33.77
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2otqgx/2otqgx_hJPTma6_185_66_true_252_1.19.jpg,2otqgx,29.86
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2otqgx/2otqgx_hJPTma6_145_66_true_252_1.19.jpg,2otqgx,23.4
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ats22/1ats22_4TRR2Aj_400_78_false_204_0.66.jpg,1ats22,46.22
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1ats22/1ats22_xUarI8x_213_78_false_204_0.66.jpg,1ats22,24.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3wz036/3wz036_jj1i050_148_66_false_27_0.64.jpg,3wz036,23.89
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3wz036/3wz036_KtOFAt4_165_66_false_27_0.64.jpg,3wz036,26.63
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ildq6/2ildq6_KZ9SoVQ_194_63_true_569_1.0.jpg,2ildq6,34.36
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ildq6/2ildq6_KZ9SoVQ_250_63_true_569_1.0.jpg,2ildq6,44.28
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1li6h0/1li6h0_zBh5JLJ_148_68_false_98_1.15.jpg,1li6h0,22.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1li6h0/1li6h0_ZZh5JLJ_129_68_false_98_1.15.jpg,1li6h0,19.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4bv9o4/4bv9o4_suDAnPt_163_71_false_36_1.0.jpg,4bv9o4,22.73
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4bv9o4/4bv9o4_suDAnPt_170_71_false_36_1.0.jpg,4bv9o4,23.71
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2nr03o/2nr03o_EZ3UKgd_175_70_false_45_1.33.jpg,2nr03o,25.11
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2nr03o/2nr03o_kXRBUSL_175_70_false_45_1.33.jpg,2nr03o,25.11
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3apo9y/3apo9y_eGAIS0V_179_64_true_328_1.0.jpg,3apo9y,30.72
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3apo9y/3apo9y_eGAIS0V_157_64_true_328_1.0.jpg,3apo9y,26.95
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1hq9l3/1hq9l3_Xn2kuV8_213_72_false_73_0.75.jpg,1hq9l3,28.88
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1hq9l3/1hq9l3_zn2kuV8_165_72_false_73_0.75.jpg,1hq9l3,22.38
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1osz4h/1osz4h_ZfLCmg5_198_71_false_74_1.0.jpg,1osz4h,27.61
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1osz4h/1osz4h_JfLCmg5_255_71_false_74_1.0.jpg,1osz4h,35.56
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ec221/4ec221_Q7MR07y_210_71_false_133_1.0.jpg,4ec221,29.29
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4ec221/4ec221_Q7MR07y_260_71_false_133_1.0.jpg,4ec221,36.26
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eei5p/4eei5p_5ULD3ms_420_72_false_369_1.0.jpg,4eei5p,56.96
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4eei5p/4eei5p_5ULD3ms_235_72_false_369_1.0.jpg,4eei5p,31.87
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4juywf/4juywf_cvjlnuq_400_66_false_80_0.55.jpg,4juywf,64.55
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4juywf/4juywf_0a5KHWs_280_66_false_80_0.55.jpg,4juywf,45.19
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2lk90h/2lk90h_FNwvZro_158_66_false_63_0.56.jpg,2lk90h,25.5
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2lk90h/2lk90h_FJMbhb2_198_66_false_63_0.56.jpg,2lk90h,31.95
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/38ecjb/38ecjb_cgj8PX1_180_71_false_3_0.56.jpg,38ecjb,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/38ecjb/38ecjb_xgj8PX1_180_71_false_3_0.56.jpg,38ecjb,25.1
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1xytyk/1xytyk_zYv2OL8_185_69_false_180_1.51.jpg,1xytyk,27.32
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1xytyk/1xytyk_XYv2OL8_245_69_false_180_1.51.jpg,1xytyk,36.18
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1wozbn/1wozbn_UqOjlnl_220_62_true_2585_1.0.jpg,1wozbn,40.23
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1wozbn/1wozbn_UqOjlnl_150_62_true_2585_1.0.jpg,1wozbn,27.43
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ckb9h/2ckb9h_8VWJ77s_154_68_true_203_1.5.jpg,2ckb9h,23.41
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2ckb9h/2ckb9h_7VWJ77s_195_68_true_203_1.5.jpg,2ckb9h,29.65
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ag3op/3ag3op_KWAgXDj_230_68_false_913_0.56.jpg,3ag3op,34.97
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ag3op/3ag3op_P51c9jc_160_68_false_913_0.56.jpg,3ag3op,24.33
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xz918/2xz918_PQGY6Fn_158_63_true_2_0.67.jpg,2xz918,27.99
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xz918/2xz918_aQGY6Fn_158_63_true_2_0.67.jpg,2xz918,27.99
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2iocb1/2iocb1_hBvPsfE_205_71_false_81_1.13.jpg,2iocb1,28.59
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2iocb1/2iocb1_hBvPsfE_170_71_false_81_1.13.jpg,2iocb1,23.71
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1h800y/1h800y_9CARiKn_340_75_false_207_1.33.jpg,1h800y,42.49
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1h800y/1h800y_zCARiKn_260_75_false_207_1.33.jpg,1h800y,32.49
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ezmal/3ezmal_UUOhVQB_116_62_true_124_0.99.jpg,3ezmal,21.21
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3ezmal/3ezmal_UUOhVQB_110_62_true_124_0.99.jpg,3ezmal,20.12
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/25de8v/25de8v_1O2jnYy_340_76_false_65_2.7.jpg,25de8v,41.38
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/25de8v/25de8v_4DjcbZd_234_76_false_65_2.7.jpg,25de8v,28.48
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2d5v0s/2d5v0s_oBa0o1o_140_72_false_82_1.15.jpg,2d5v0s,18.99
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2d5v0s/2d5v0s_oBa0o1o_160_72_false_82_1.15.jpg,2d5v0s,21.7
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oim7s/1oim7s_MBNVqHo_277_62_true_85_0.51.jpg,1oim7s,50.66
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1oim7s/1oim7s_Zboeba6_199_62_true_85_0.51.jpg,1oim7s,36.39
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xn375/2xn375_8OZFeIh_211_70_false_2_0.75.jpg,2xn375,30.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2xn375/2xn375_7OZFeIh_211_70_false_2_0.75.jpg,2xn375,30.27
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2kjdyv/2kjdyv_tV1Skzo_160_67_false_7_0.56.jpg,2kjdyv,25.06
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2kjdyv/2kjdyv_wjADP2X_230_67_false_7_0.56.jpg,2kjdyv,36.02
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4jyc9p/4jyc9p_1aPOgcD_184_64_true_93_1.0.jpg,4jyc9p,31.58
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/4jyc9p/4jyc9p_1aPOgcD_168_64_true_93_1.0.jpg,4jyc9p,28.83
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2j6kr3/2j6kr3_JR0Qfno_195_73_false_59_3.02.jpg,2j6kr3,25.72
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2j6kr3/2j6kr3_JR0Qfno_210_73_false_59_3.02.jpg,2j6kr3,27.7
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3lbo7v/3lbo7v_M2CruDo_215_70_false_245_0.56.jpg,3lbo7v,30.85
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3lbo7v/3lbo7v_bn2rVyQ_155_70_false_245_0.56.jpg,3lbo7v,22.24
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3gwhuh/3gwhuh_FfcttM0_132_66_true_2409_1.0.jpg,3gwhuh,21.3
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/3gwhuh/3gwhuh_FfcttM0_155_66_true_2409_1.0.jpg,3gwhuh,25.01
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2y2coi/2y2coi_uREWBeH_185_71_false_1_0.75.jpg,2y2coi,25.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/2y2coi/2y2coi_zREWBeH_185_71_false_1_0.75.jpg,2y2coi,25.8
/kaggle/input/datasets/abidur14004/visual-bmi/Visual BMI/bodyface_1to17/1nia0k/1nia0k_DRevP2v_352_77_false_365_1.29.jpg,1nia0k,41.74
